Date,Close
2017-12-05,10122.15
2017-12-06,10039.65
2017-12-07,10172.7
2017-12-08,10267.85
2017-12-11,10326.05
2017-12-12,10241.75
2017-12-13,10202.75
2017-12-14,10258.85
2017-12-15,10326.8
2017-12-18,10390.8
2017-12-19,10469.5
2017-12-20,10443.2
2017-12-21,10429.65
2017-12-22,10486.6
2017-12-26,10525.6
2017-12-27,10475.1
2017-12-28,10467.0
2017-12-29,10526.45
2018-01-01,10432.45
2018-01-02,10439.55
2018-01-03,10446.75
2018-01-04,10505.35
2018-01-05,10561.35
2018-01-08,10617.85
2018-01-09,10628.3
2018-01-10,10625.4
2018-01-11,10650.4
2018-01-12,10667.3
2018-01-15,10732.85
2018-01-16,10711.15
2018-01-17,10794.3
2018-01-18,10822.1
2018-01-19,10900.05
2018-01-22,10958.75
2018-01-23,11083.55
2018-01-24,11084.65
2018-01-25,11064.55
2018-01-29,11124.7
2018-01-30,11049.45
2018-01-31,11030.7
2018-02-01,11020.6
2018-02-02,10737.5
2018-02-05,10690.75
2018-02-06,10520.35
2018-02-07,10459.5
2018-02-08,10579.3
2018-02-09,10466.8
2018-02-12,10535.1
2018-02-14,10459.8
2018-02-15,10549.7
2018-02-16,10451.85
2018-02-19,10387.95
2018-02-20,10357.65
2018-02-21,10395.15
2018-02-22,10377.8
2018-02-23,10492.55
2018-02-26,10576.7
2018-02-27,10551.05
2018-02-28,10487.95
2018-03-01,10449.95
2018-03-05,10357.3
2018-03-06,10223.6
2018-03-07,10163.55
2018-03-08,10236.35
2018-03-09,10229.8
2018-03-12,10423.55
2018-03-13,10425.2
2018-03-14,10415.65
2018-03-15,10352.25
2018-03-16,10220.05
2018-03-19,10093.95
2018-03-20,10138.2
2018-03-21,10154.95
2018-03-22,10106.65
2018-03-23,9986.8
2018-03-26,10140.8
2018-03-27,10183.55
2018-03-28,10121.25
2018-04-02,10217.0
2018-04-03,10244.4
2018-04-04,10119.9
2018-04-05,10327.65
2018-04-06,10320.95
2018-04-09,10373.35
2018-04-10,10401.35
2018-04-11,10414.05
2018-04-12,10454.15
2018-04-13,10483.7
2018-04-16,10530.7
2018-04-17,10547.55
2018-04-18,10536.65
2018-04-19,10568.1
2018-04-20,10579.85
2018-04-23,10582.8
2018-04-24,10620.35
2018-04-25,10564.55
2018-04-26,10615.55
2018-04-27,10694.7
2018-04-30,10740.9
2018-05-02,10716.8
2018-05-03,10669.8
2018-05-04,10614.85
2018-05-07,10722.75
2018-05-08,10714.3
2018-05-09,10748.55
2018-05-10,10710.35
2018-05-11,10798.55
2018-05-14,10797.1
2018-05-15,10804.05
2018-05-16,10742.75
2018-05-17,10677.6
2018-05-18,10604.45
2018-05-21,10520.35
2018-05-22,10543.25
2018-05-23,10428.55
2018-05-24,10533.35
2018-05-25,10611.2
2018-05-28,10683.1
2018-05-29,10630.95
2018-05-30,10616.7
2018-05-31,10731.9
2018-06-01,10686.45
2018-06-04,10624.55
2018-06-05,10605.75
2018-06-06,10687.85
2018-06-07,10762.2
2018-06-08,10759.35
2018-06-11,10781.95
2018-06-12,10852.35
2018-06-13,10855.05
2018-06-14,10810.1
2018-06-15,10815.85
2018-06-18,10795.05
2018-06-19,10711.3
2018-06-20,10773.3
2018-06-21,10741.95
2018-06-22,10824.35
2018-06-25,10758.25
