Run,Adaptive_RMSE,Adaptive_MAE,Adaptive_MAPE,Adaptive_R2,Adaptive_DA,Static_RMSE,Static_MAE,Static_MAPE,Static_R2,Static_DA,Drifts,Retrains
1,988.8630245669619,682.0285344937288,3.304908861242908,0.8548976497816758,49.44532488114105,435.8325804258448,361.32826344936694,1.6422994400252817,0.971813473776105,51.82250396196514,0,0
2,1144.3144151425568,767.6854072657517,3.7034989333292216,0.8056910037857238,50.237717908082416,435.83258042584475,361.32826344936694,1.6422994400252817,0.9718134737761052,51.82250396196514,1,1
3,1005.8647849884202,700.1521670473571,3.348518755024689,0.8498651970424645,49.920760697305866,435.8325804258448,361.32826344936694,1.6422994400252817,0.971813473776105,51.82250396196514,0,0
4,979.7952845272271,667.1132783408506,3.215462429810003,0.8575465864532519,49.76228209191759,435.83258042584475,361.32826344936694,1.642299440025282,0.9718134737761052,51.82250396196514,0,0
5,1006.2204675695858,693.255360700461,3.3672157124424666,0.8497590003121518,50.237717908082416,435.83258042584475,361.32826344936694,1.6422994400252817,0.9718134737761052,51.82250396196514,0,0
