Metric,Adaptive_Mean,Adaptive_Std,Static_Mean,Static_Std
RMSE,1025.0115953589504,60.504716468743744,435.83258042584475,3.595093471822542e-14
MAE,702.0469495696299,34.670989867750485,361.32826344936694,0.0
MAPE,3.387920938369857,0.16625501583968108,1.642299440025282,1.9860273225978183e-16
R2,0.8435518874750535,0.01916460572520158,0.9718134737761052,7.021666937153402e-17
DA,49.920760697305866,0.30069201206038737,51.82250396196514,0.0
